accrate times,accrate,average times,average density,average vinfinity,average cinfinity,average temperature,HL radius,BH mass
35028.56899999998,0.00111,12913.482981269626,16742100.0,3.947813,1.060867,2157.236,0.003572311,284.4221
35164.902999999984,0.00116,12965.784495595839,17174100.0,3.901801,1.049225,2110.149,0.003657543,284.4906
35287.94399999998,0.00123,13018.086009922052,17509000.0,3.883459,1.046088,2097.554,0.003693057,284.5617
35468.58599999998,0.00123,13070.387524248265,17394700.0,3.882999,1.051271,2118.391,0.003694855,284.5805
35591.08699999998,0.00122,13122.689038574477,17978000.0,3.886709,1.039499,2071.215,0.003688045,284.6539
35757.375999999975,0.00115,13174.990552900688,18386600.0,3.913214,1.037939,2065.009,0.003639188,284.728
35874.74299999997,0.00112,13227.292067226901,18259900.0,3.922929,1.042431,2082.922,0.003622126,284.7449
35989.167999999976,0.00109,13279.593581553114,18987300.0,3.96137,1.031099,2037.883,0.003552375,284.8181
36171.591999999975,0.00109,13331.895095879327,19094200.0,3.984202,1.038387,2066.794,0.003512678,284.8528
36282.04399999997,0.00117,13384.19661020554,19829700.0,4.028175,1.026062,2018.024,0.003436819,284.9258
36455.04199999997,0.00125,13436.498124531752,20539600.0,4.063574,1.020617,1996.668,0.003378062,284.9958
36567.07999999997,0.00136,13488.799638857963,20487600.0,4.070424,1.027587,2024.034,0.003367529,285.0125
36679.68899999997,0.0028,13541.101153184176,21230800.0,4.089594,1.022671,2004.713,0.003336225,285.0654
36870.15099999997,0.00259,13593.402667510389,22183900.0,4.107801,1.012797,1966.193,0.003307324,285.1397
36980.11899999997,0.00208,13645.704181836601,23076100.0,4.113701,1.011333,1960.514,0.0032987,285.2167
37171.54999999997,0.00163,13698.005696162814,23027000.0,4.117672,1.017202,1983.338,0.003293229,285.2363
37283.36899999997,0.00132,13750.307210489025,24174800.0,4.147491,1.005733,1938.865,0.003246262,285.3207
37400.54599999997,0.00217,13802.608724815238,25039400.0,4.170734,1.004962,1935.896,0.003211128,285.4076
37599.354999999974,0.00168,13854.91023914145,24982400.0,4.178136,1.012622,1965.522,0.003200733,285.43
37806.638999999974,0.00126,13907.211753467664,26088900.0,4.22306,1.006346,1941.238,0.003133239,285.5186
